id,company,country,countryregion,product_categories,brandnames,link_details
27862,CLAIRE GROUP A/S,Denmark (DK),NULL,"Babywear, Children's wear, Ladieswear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27862
2614,Clariause Tinturaria e Acabamentos de Fios SA,Portugal (PT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/2614
39803,CLASSE CONFECTION FASSI SARL,Morocco (MA),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39803
42420,Classic Apparel,India (IN),Tamil Nadu,"Accessories, Babywear, Ladieswear, Children's wear, Men's wear, Garments, Home Textiles, Product category (other), Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42420
26777,Classic Concepts Home India Pvt. Ltd.,India (IN),Uttar Pradesh,"Garments, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26777
45515,Classic Denim,Bangladesh (BD),Dhaka,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45515
45982,CLOUDCOOTTON,India (IN),Tamil Nadu,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45982
47067,Clover Clothing Company,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Fabrics, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47067
28648,Clover Collections Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28648
45364,Clifton Apparels Ltd.,Bangladesh (BD),Chittagong,"Babywear, Fabrics, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45364
46443,Clothwari Printing Private Limited,India (IN),Maharashtra,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46443
25391,CMC Consumer Medical Care gmbH,Germany (DE),NULL,"Fabrics, Raw Fibres, Hygiene products",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25391
26521,"Changzhou Qunda Textile Co., Ltd.",China (CN),NULL,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26521
42276,"Changzhou Samantha Home Fashion Co., Ltd.",China (CN)<br>,NULL,"Fabrics, Ladieswear, Men's wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42276
46760,"Changzhou Shane Wang Co., Ltd",China (CN),NULL,"Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46760
26887,"CHANGZHOU TINTIN TEXTILE CO., LTD.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26887
43993,ChangZhou TopCredit International Trading Company,China (CN),NULL,"Babywear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43993
31533,"Changzhou Wensheng Textile Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31533
33177,"Changzhou Wincotex Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33177
47022,"CHANGZHOU WUJIN CHANGHONG YARN-DYED FABRIC CO., LTD.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47022
11356,"Changzhou Wujin Dayuan Yarn Dyed Fabric Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/11356
33847,Chaps Merchandising GmbH,Germany (DE),NULL,"Babywear, Children's wear, Ladieswear, Men's wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33847
45669,Charaftex SARL,Morocco (MA),NULL,"Men's wear, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45669
46425,Chiripal Industries Limited,India (IN),Gujarat,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46425
38648,"Chishing Knitting Co.,Ltd. of Dongguan",China (CN),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38648
41712,CHITRA TEXTILE INDUSTRIES,India (IN),Tamil Nadu,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41712
44024,Chittagong Asian Apparels Ltd.,Bangladesh (BD),Chittagong,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44024
21256,Chittagong Denim Mills Ltd.,Bangladesh (BD),Dhaka,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/21256
36677,Chittagong Knitwears (Pvt) Ltd.,Bangladesh (BD),Dhaka,"Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36677
46423,"Chenghan (Jiangyin) Textile Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46423
45788,"CHENGWU BAISHENG TEXTILE CO., LTD",China (CN),NULL,"Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45788
41612,CHENNIAPPA YARN SPINNERS PRIVATE LIMITED,India (IN),Tamil Nadu,"Raw Fibres, Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41612
44756,CHERAN INNOVATIONS,India (IN),Tamil Nadu,"Babywear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44756
33554,China Ctexic Corporation,China (CN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33554
46330,CHINA HOME FASHIONS INDUSTRIES LIMITED,Hong Kong (HK) - SAR of China,NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46330
46608,China National Cotton Group Corporation,China (CN),NULL,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46608
28357,"China Win Textiles Co.,Ltd.",China (CN),NULL,"Ladieswear, Men's wear, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28357
43198,CHINA-BASE PETROCHEMICAL CORPORATION,China (CN),NULL,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43198
45294,Cleobella LLC Headquarters,United States (US),California,"Ladieswear, Children's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45294
40128,Clerici s.r.l. - Tintoria Filati,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40128
45234,"Changzhou Xiongtu Textile Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45234
30421,"Changzhou Xuhong Textiles Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30421
43262,"Changzhou Yu Nuo Apparel Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43262
46421,"Changzhou Yuanjiu Textile Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46421
45513,"Chaozhou Pengyuan Thread Manufacturing Co., Ltd",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45513
27952,Chapati-Design GmbH,Germany (DE),NULL,"Children's wear, Ladieswear, Men's wear, Accessories",Chapati Design,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27952
35757,Cilasunlar Tekstil Urunleri Pazarlama San Ve Tic. A.S.,Türkiye (TR),NULL,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35757
43133,"Circular Systems Textile Technology (Shanghai) Co., Ltd",China (CN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43133
29805,Citylook Imports Ltd,United Kingdom (GB),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29805
21204,Cizgi Tekstil Sanayi ve Ticaret Ltd.Sti.,Türkiye (TR),NULL,"Babywear, Garments, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/21204
47094,Clifton Export Private Limited,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47094
47080,Clifton Export Private Limited,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Fabrics, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47080
47063,Clifton Export Private Limited Unit 1 Brief Division,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47063
29298,Clinton Großhandels-GmbH,Germany (DE),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29298
40721,Clipper (trade name under Plato Group B.V.),Netherlands (NL),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40721
39469,Clothes By Net (CBN),France (FR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39469
14754,CLOTHING NETWORK GmbH,Germany (DE),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/14754
37143,Clothing Partners,India (IN),Tamil Nadu,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37143
26067,"Clothius - Tecelagem, Lda",Portugal (PT),NULL,"Fabrics, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26067
44380,CMS ASSOCIATES PVT LTD,India (IN),Uttar Pradesh,"Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44380
25782,CHANGZHOU MEIYUAN FLAX TEXTILE CO LTD,China (CN),NULL,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25782
46806,"Changzhou Mingke Textile Co., Ltd.",China (CN),NULL,"Babywear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46806
33498,"CHANGZHOU NANRUN TEXTILE CO.,LTD.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33498
45073,"CHANGZHOU NEW HANYUN TEXTILE TECHNOLOGY CO.,LTD",China (CN),NULL,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45073
4488,"Changzhou New Wide Knitting & Dyeing Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/4488
42535,Changzhou Qingqing Knitted Factory,China (CN),NULL,"Garments, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42535
44336,"Changzhou Qingqing Knitted Textile Co., Ltd.",China (CN),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44336
21904,"Changzhou Qiye Textiles Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/21904
36424,Clip BV,Netherlands (NL),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36424
35401,CLOTHE-UP,Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35401
30207,"Changzhou Oriental EastDye Textile Co., Ltd.",China (CN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30207
46834,"Changzhou Ouye Textiles Co., Ltd.",China (CN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46834
30037,"Changzhou Qianlong Textile Co.,Ltd",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30037
46426,"CHOI & SHIN'S CO., LTD","Korea, Republic of (KR)",NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46426
39652,Choice Clothing Co. Pvt. Ltd.,India (IN),Haryana,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39652
37867,CHOLA PROCESSING PRIVATE LIMITED,India (IN),Tamil Nadu,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37867
25737,Cilander AG,Switzerland (CH),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25737
46872,Clover Knit Printing,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46872
36658,CMC AGNÈSB,France (FR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36658
27332,CMC CONSUMER MEDICAL CARE / Pamuk Sanayi ve Ticaret Ldt. Sti.,Türkiye (TR),NULL,"Hygiene products, Raw Fibres, Fabrics",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27332
44685,CNG KONFEKSIYON SANAYI VE TICARET LIMITED SIRKETI,Türkiye (TR),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44685
43187,"CNJ Towel Co., Ltd.","Korea, Republic of (KR)",NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43187
45457,Coats Romania SRL,Romania (RO),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45457
35485,Cobalt Fashion LLC,United States (US),New York,"Ladieswear, Children's wear, Men's wear, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35485
41515,Cobalt Fashion Pte Ltd,Singapore (SG),NULL,"Babywear, Children's wear, Ladieswear, Men's wear, Yarns, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41515
36152,COBAS SRL,Italy (IT),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36152
32461,Color Jerseys - Unit of Sri Saravana Mills Private Limited,India (IN),Tamil Nadu,"Ladieswear, Children's wear, Men's wear, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32461
45755,"Color-Up Enterprise Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45755
26020,Colora S.A.,Greece (GR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26020
47087,COLORWAY HANDLOOMS,India (IN),Tamil Nadu,"Accessories, Babywear, Home Textiles, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47087
45847,Colotex Apparel Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45847
33772,COMMERCIALE TESSILE SRL,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33772
45762,COMO COTTON TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45762
43220,COMOFIL SRL,Italy (IT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43220
28076,COMPAÑIA INDUSTRIAL ROMOSA S.A.C.,Peru (PE),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28076
31453,Confecções Degori Lda,Portugal (PT),NULL,"Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31453
35996,CHOMARAT Tunisie Confection,Tunisia (TN),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35996
46648,Chongqing Fengdu Wanxing Silk Spinning Factory,China (CN),NULL,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46648
40904,Chongqing Haitong Silk Company Limited,China (CN),NULL,Product category (other),NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40904
8297,Chorka Textile  Limited,Bangladesh (BD),Dhaka,"Babywear, Ladieswear, Children's wear, Fabrics, Men's wear, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/8297
42471,CHRISTY APPARELS PRIVATE LIMITED,India (IN),Tamil Nadu,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42471
516,Christy Textile Products Private Limited,India (IN),Tamil Nadu,"Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/516
44136,ÇİÇEK TEKSTİL SANAYİ VE TİCARET ANONİM ŞİRKETİ,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44136
29575,CIEFFE FILATI SRL,Italy (IT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29575
44411,Colour Creation Pvt Ltd,India (IN),Haryana,"Raw Fibres, Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44411
45399,Colour Trends,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45399
39426,Colour's Company S.r.l.,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39426
32478,Columbia Apparels Ltd.,Bangladesh (BD),Dhaka,"Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32478
39653,COLUMBUS TRADING CO,India (IN),Tamil Nadu,"Children's wear, Fabrics, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39653
27331,Com-Prensa Impressão Têxtil Lda,Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27331
37213,Combine Spinning (Pvt) Ltd,Pakistan (PK),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37213
44162,COMBYTE TEXTILE PRIVATE LIMTED,India (IN),Haryana,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44162
40054,"COMFYSOCKS PORTUGAL UNIPESSOAL, LDA",Portugal (PT),NULL,Socks,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40054
32201,Comoprint srl,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32201
28758,"CONFECÇÕES LUÍS, LDA",Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28758
33992,"Confeções Bugalhós, Lda.",Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33992
39409,"Confenix - Confecções, Lda",Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39409
42133,Cocco Grup Tekstil Dis Ticaret Ltd. Sti.,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42133
36482,Codefine Partners SA,Switzerland (CH),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36482
23188,coepto GmbH,Germany (DE),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/23188
34461,COFACO INDUSTRIES S.A.C.,Peru (PE),NULL,"Fabrics, Garments, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34461
27965,COLOMBO INDUSTRIE TESSILI SRL,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27965
19848,Comazo GmbH & Co. KG,Germany (DE),NULL,"Babywear, Children's wear, Garments, Ladieswear, Leasure wear, Men's wear, Sportswear, Underwear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/19848
28722,CMS Cavus Metal Tekstil Loj. ve Tas. San. Tic. A.S.,Türkiye (TR),NULL,"Fabrics, Raw Fibres",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28722
46136,CN MODERN TEXTILE INDUSTRIES PRIVATE LIMITED,India (IN),Haryana,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46136
35931,CNC TESSUTI SRL,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35931
46724,"CNS TEKSTIL, GIDA, MAKINA, HAYVANCILIK, DAYANIKLI TUKETIM MALLARI SANAYI VE TICARET LIMITED SIRKETI",Türkiye (TR),NULL,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46724
33012,Color Dreams - Unit of Sri Saravana Mills Pvt Ltd.,India (IN),Tamil Nadu,"Ladieswear, Men's wear, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33012
44588,Cometex Threads,Egypt (EG)<br>,NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44588
39502,Competent Corporation Limited,China (CN),NULL,"Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39502
43910,Compliments,India (IN),Maharashtra,"Accessories, Fabrics, Garments, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43910
27730,Comptex Bangladesh Limited.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27730
44606,Confidence Industries Limited.,Bangladesh (BD),Dhaka,"Ladieswear, Children's wear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44606
43666,CONFIDENCE KNITTING IND. LTD.,Bangladesh (BD),Dhaka,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43666
38475,Confidence Knitwear Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38475
16324,Continental Garments Industries (Pvt.) Limited.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/16324
31611,Contrast Company A/S,Denmark (DK),NULL,"Babywear, Children's wear, Ladieswear, Men's wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31611
39614,CONTROLTEX SRL UNIPERSONALE,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39614
46223,Cooper Industries Canvas (Private) Limited,Pakistan (PK),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46223
25393,COOPERATIVE DE LIN DU VERT GALANT,France (FR),NULL,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25393
35701,Copenhagen Colors Organics ApS,Denmark (DK),NULL,"Babywear, Children's wear, Home Textiles, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35701
43500,CHOUDHARY GARMENTS,India (IN),Maharashtra,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43500
25651,Christian Dierig GmbH,Austria (AT),NULL,"Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25651
35796,Christmas Sweats ApS,Denmark (DK),NULL,"Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35796
32269,Colorich Enterprise Ltd.,Hong Kong (HK) - SAR of China,NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32269
41483,Colortone Textiles Pvt. Ltd.,India (IN),Karnataka,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41483
22293,Comco Plast Comco Commercial Cooperation GmbH,Germany (DE),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/22293
45435,"COMDITEL, S.A.",Spain (ES),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45435
35370,COMERCIAL DE FIBRAS TEXTILES DE TERRASSA S.A.,Spain (ES),NULL,Yarns,COMERCIAL DE FIBRAS TEXTILES DE TERRASSA S.A.,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35370
44085,Comfy Angel D.O.O.,North Macedonia (MK),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44085
33835,CONFEÇOES GILIANA SA,Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33835
35135,"CONFEÇÕES HC, Lda.",Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35135
44110,CONFECTION SABRINA,Morocco (MA),NULL,Children's wear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44110
47011,Collab Sports Apparel,Pakistan (PK),NULL,"Ladieswear, Children's wear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47011
32222,Colombo Filati sas,Italy (IT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32222
26449,Color Como srl,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26449
29471,Color Fabs Pvt. Ltd.,India (IN),Haryana,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29471
43240,Colour & Co. Ltd.,Bangladesh (BD),Dhaka,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43240
38956,"Comfort and Innovations, Lda",Portugal (PT),NULL,"Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38956
8321,Comfort Knitwear's (Pvt) Ltd,Pakistan (PK),NULL,"Babywear, Ladieswear, Men's wear, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/8321
35543,ComfortAce (Nantong) Textile Technologies Ltd.,China (CN),NULL,"Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35543
37679,Commerzilla LLC / DBA Turmerry,United States (US),North Carolina,Home Textiles,Turmerry,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37679
44632,COPRATEX S.R.L UNIPERSONALE,Italy (IT),NULL,"Fabrics, Home Textiles, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44632
